# Table S3 Comprehensive yeast annotation table
# Costa et. al
# See Materials and Methods for additional information on annotation derivation
#
# gene: systematic gene name
# name: common gene name
# secretome: whether gene is a member of the secretome
# srp_dept: whether gene is predicted to be SRP-dependent, SRP-independent, or Internal
# tailanchor: whether this gene is annotated as tailanchor
# mitop2: whether gene is a member of the mitop2 reference set
# chx_dept: whether gene is predicted as CHX-dependent or CHX-independent for ER enrichment
# amino_acid_length: length of gene in amino acids
# hydrophobic_start: position, in amino acids, where the first Phobius-predicted hydrophobic feature begins
# first_hydrophobic_type: whether first Phobius-predicted hydrophobic feature is signal peptide (SP) or transmembrane domain (TMD)
# hydrophobic features: all Phobius-predicted hydrophobic features throughout length of protein
# For a given sequencing experiment:
#	The first portion indicates the protein to which BirA was fused
#	'XmAuxin' indicates X minutes of auxin treatment prior to biotinylation
#	'XmCHX' indicates X minutes of CHX pre-treatment (in addition to biotinylation time)
#	'XmBiotin' indicates X minutes of biotinylation time
#	'input' represents the whole cell ribosome profiling library
#	'pulldown' represents a biotin pulldown ribosome profiling library
#	'cts' refers to the number of sequencing reads that mapped to the gene
#	'rpkm' is reads per kilobase per million, which corrects counts for total sequencing reads in the library and gene length
#	'log2enrich' represents log2(*pulldown_rpkm/*input_rpkm)
#
gene	name	secretome	srp_dept	tailanchor	mitop2	chx_dept	amino_acid_length	hydrophobic_start	first_hydrophobic_type	hydrophobic_features	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_0mAuxin_0mCHX_1minBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_log2enrich	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich
YJL043W	YJL043W	no	Not secreted	no	no		257	None	None	None	0.0	0.0	5.0	0.47867572		47.0	0.5308606	26.0	0.42093994		49.0	0.6178239	26.0	0.50879309		50.0	1.87208924	20.0	0.94928634		7.0	0.4097135	3.0	0.12553689		2.0	0.14797537	4.0	0.37211339		7.0	0.54051223	8.0	0.30270373		2.0	0.73056885	0.0	0.0		3.0	0.30520433	0.0	0.0		6.0	0.62106635	0.0	0.0		0.0	0.0	2.0	0.33436603		1.0	0.05024618	1.0	0.06798783		5.0	0.22851779	1.0	0.06489847		29.0	0.56638491	44.0	0.54459166		20.0	0.76884832	19.0	0.34122481	
YJL044C	GYP6	no	Not secreted	no	no	dept	458	None	None	None	446.0	27.8721388	487.0	26.16182295	-0.0913606425125	3704.0	23.47584642	1807.0	16.41619825	-0.516057116235	3142.0	22.23015308	1490.0	16.36144915	-0.442217348114	1403.0	29.47690347	795.0	21.17395626	-0.47729412248	649.0	21.31545352	750.0	17.61079748	-0.2754395102	384.0	15.94256933	336.0	17.53970292	0.137740157128	492.0	21.31769458	859.0	18.23847827	-0.225066062005	73.0	14.96310274	154.0	18.63451699	0.316568062015	458.0	26.1458374	162.0	13.39093364	-0.965324726159	366.0	21.25864028	213.0	21.49093565	0.0156789708225	394.0	28.06579989	215.0	20.16964513	-0.476627476429	673.0	18.9751745	319.0	12.16996914	-0.64078764331	659.0	16.90063717	303.0	11.03429784	-0.615082810874	2324.0	25.46932572	2722.0	18.90488655	-0.430001574319	1141.0	24.61296667	1545.0	15.56980324	-0.660667847574
YJL045W	YJL045W	no	Not secreted	no	yes		634	None	None	None	7.0	0.31601646	7.0	0.27165225		138.0	0.63183778	60.0	0.39376935	-0.68220338401	137.0	0.70021766	77.0	0.6108048	-0.19709204847	79.0	1.19902296	82.0	1.57770192	0.395965373281	18.0	0.42706955	33.0	0.55976781		20.0	0.59983708	16.0	0.60336367		54.0	1.6902273	73.0	1.11968154		4.0	0.59229083	12.0	1.04895024		21.0	0.86602931	0.0	0.0		23.0	0.9650692	2.0	0.14577463		35.0	1.80104874	39.0	2.64302106		27.0	0.54993416	19.0	0.52363494		71.0	1.31538302	35.0	0.92075978	-0.514586230922	88.0	0.69669103	97.0	0.48666925	-0.517577367107	67.0	1.04406934	110.0	0.80079904	-0.382705379322
YJL046W	AIM22	no	Not secreted	no	no		409	None	None	None	119.0	8.32769036	48.0	2.88750303	-1.52809396696	1591.0	11.2917858	485.0	4.9339909	-1.19444670698	1226.0	9.7133472	541.0	6.65234759	-0.546104978686	612.0	14.39851756	303.0	9.03690426	-0.672019739075	299.0	10.99672182	317.0	8.33526077	-0.39977427296	258.0	11.99468828	206.0	12.04182596	0.00565850636043	268.0	13.00325553	436.0	10.3663077	-0.326970742929	48.0	11.01747834	44.0	5.96200404		233.0	14.89481691	74.0	6.84967133	-1.12070372026	239.0	15.54513395	127.0	14.34899919	-0.115512932493	203.0	16.19270524	139.0	14.60214873	-0.149163350476	216.0	6.81972144	1136.0	48.53100615	2.83112205363	277.0	7.95498935	1037.0	42.28857007	2.41033587422	1070.0	13.13128634	13153.0	102.29465564	2.96165061921	546.0	13.18903838	9480.0	106.98062923	3.0199383085
YJL047C	RTT101	no	Not secreted	no	no		842	None	None	None	174.0	5.91477287	46.0	1.34415781	-2.13762024271	2033.0	7.00875771	567.0	2.80188871	-1.32275909815	1304.0	5.01842283	441.0	2.63407098	-0.929939808688	671.0	7.66831765	205.0	2.96990208	-1.36849473497	449.0	8.02138956	307.0	3.92111447	-1.03258841963	281.0	6.34580608	136.0	3.86167082	-0.716578244922	316.0	7.44758729	382.0	4.41176312	-0.755417797144	31.0	3.45631947	33.0	2.17202463		168.0	5.21674666	51.0	2.29308105	-1.18586302517	190.0	6.00290382	75.0	4.1161422	-0.544367729185	179.0	6.93565721	96.0	4.8987403	-0.501621784981	663.0	10.16804897	287.0	5.95571733	-0.77169569606	814.0	11.35521744	365.0	7.23016694	-0.651254468749	1291.0	7.69592723	1415.0	5.34559166	-0.525745520606	562.0	6.59428968	849.0	4.65388575	-0.502781470518
YJL047C-A	YJL047C-A	no	Not secreted	no	no		44	None	None	None	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		1.0	0.54369898	1.0	0.38871061		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		1.0	0.35709762	0.0	0.0	
YJL048C	UBX6	no	Not secreted	no	no		396	None	None	None	189.0	13.6605295	108.0	6.71016329	-1.0255936259	2390.0	17.51936959	777.0	8.1640517	-1.10159363893	3309.0	27.07717375	886.0	11.25225362	-1.26686318601	1745.0	42.40234854	656.0	20.20733375	-1.06926519524	418.0	15.87802402	448.0	12.16651135	-0.384115837832	654.0	31.4032886	442.0	26.68551061	-0.234859031613	1049.0	52.56793452	1767.0	43.39126164	-0.276778515757	48.0	11.37916323	90.0	12.59534944		432.0	28.52273171	187.0	17.87753933	-0.673963982556	669.0	44.94183569	197.0	22.98858491	-0.967141391947	1332.0	109.73766612	566.0	61.41104967	-0.837488630571	2223.0	72.49039548	1004.0	44.2999054	-0.710486241812	4093.0	121.40307873	1654.0	69.66391399	-0.801321571644	1751.0	22.19411142	2002.0	16.08126912	-0.464795681736	1419.0	35.40226159	1875.0	21.85376178	-0.695959888151
YJL049W	CHM7	no	Not secreted	no	no		450	None	None	None	98.0	6.23324902	54.0	2.95247185	-1.07806104548	1663.0	10.7274252	557.0	5.15018222	-1.05860845883	1447.0	10.41976125	981.0	10.96370824	0.0734136203578	650.0	13.89922256	582.0	15.77650618	0.182773556191	333.0	11.13133052	317.0	7.5758259	-0.555150965561	228.0	9.63418322	152.0	8.07568755	-0.254577267343	306.0	13.49427398	575.0	12.42556785	-0.119035574262	19.0	3.96374186	52.0	6.40403545		228.0	13.24722428	83.0	6.98275654	-0.923821522411	226.0	13.36028742	150.0	15.40351882	0.205308916728	246.0	17.83484231	174.0	16.61353344	-0.102339515294	524.0	15.03678415	330.0	12.81343877	-0.230838350446	629.0	16.41803864	386.0	14.30679462	-0.198581309465	1338.0	14.92417736	1756.0	12.41261915	-0.265843844064	601.0	13.19488944	1050.0	10.76953381	-0.293023462308
YJL050W	MTR4	no	Not secreted	no	no		1073	None	None	None	1533.0	40.89247042	263.0	6.03060031	-2.76146169644	9950.0	26.91777251	2249.0	8.72106748	-1.62598238917	8054.0	24.32280477	1988.0	9.31789119	-1.38423421337	1628.0	14.59971388	441.0	5.01347933	-1.54205601658	5294.0	74.21634692	3496.0	35.03926111	-1.08276463794	1661.0	29.43489416	674.0	15.01787926	-0.970846342116	953.0	17.62518928	1160.0	10.51281886	-0.745489192014	414.0	36.22137187	242.0	12.49909421	-1.53501764002	939.0	22.88065361	220.0	7.7621902	-1.55959257522	834.0	20.676937	270.0	11.62800582	-0.830418787642	554.0	16.84444566	246.0	9.8505541	-0.773996166577	5187.0	62.42416163	2041.0	33.2359085	-0.909361750228	1284.0	14.05556939	486.0	7.55447171	-0.895739123104	13001.0	60.81683824	12828.0	38.02862841	-0.677384909361	2849.0	26.23230931	3930.0	16.90491327	-0.633902203468
YJL051W	IRC8	yes	SRP dependent	no	no	indept	822	12	TMD	TMD	211.0	7.3470256	1084.0	32.44606125	2.14281114797	2318.0	8.18572921	5019.0	25.40535639	1.63394985535	1883.0	7.42301355	3035.0	18.5689717	1.32281701743	561.0	6.56720707	864.0	12.82160183	0.965224661624	526.0	9.62563269	3246.0	42.46781681	2.14141666753	323.0	7.47176618	487.0	14.16464118	0.922772842247	275.0	6.63898194	735.0	8.69513713	0.389246752981	36.0	4.11144949	410.0	27.64234841		288.0	9.16058537	517.0	23.81113224	1.37812452769	248.0	8.02601079	356.0	20.01333102	1.31820630872	157.0	6.23124053	194.0	10.14040236	0.702523585955	744.0	11.68792215	240.0	5.10156819	-1.19600577814	627.0	8.95939873	442.0	8.96846265	0.00145878789132	1555.0	9.49522757	1818.0	7.03515214	-0.432620954468	689.0	8.28116049	1547.0	8.68637581	0.0689214157088
YJL052C-A	YJL052C-A	yes	SRP independent	no	no		39	7	SP	SP	0.0	0.0	0.0	0.0		2.0	0.14886107	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	
YJL052W	TDH1	no	Not secreted	no	yes		332	None	None	None	3248.0	389.51588036	1597.0	164.63329395	-1.24242602454	58120.0	706.88635358	39395.0	686.79836209	-0.0415916922464	87926.0	1193.78824824	89628.0	1888.65622449	0.661813167562	24809.0	1000.24677022	31216.0	1595.45972429	0.673616219498	8142.0	513.16223635	9712.0	437.62300455	-0.229726427945	16002.0	1274.8969041	16323.0	1635.14641579	0.359039237913	20545.0	1708.26400123	52563.0	2141.65391288	0.32619441076	715.0	281.24094601	1112.0	258.21170003	-0.123252279198	11637.0	1274.82867256	4997.0	792.64532646	-0.685555999146	18697.0	2084.01114039	13100.0	2536.41741462	0.283429197517	18582.0	2540.07984635	19429.0	3497.71126726	0.461537352844	2368.0	128.12271197	1139.0	83.38659272	-0.619638896753	9294.0	457.3977693	3252.0	227.26173673	-1.00909452679	31986.0	672.68999307	63093.0	840.89320501	0.321980790369	45760.0	1894.25326919	91091.0	1761.58588117	-0.104754426673
YJL053W	PEP8	no	Not secreted	no	no		379	None	None	None	277.0	20.91902671	120.0	7.79016318	-1.42509027579	4366.0	33.43953896	1232.0	13.52544029	-1.30587939825	4026.0	34.42201672	1142.0	15.1540205	-1.18363101994	1533.0	38.92177261	499.0	16.06059744	-1.27705185529	774.0	30.71970985	782.0	22.18966678	-0.469276586868	708.0	35.52111713	425.0	26.81008271	-0.4059012847	918.0	48.06667514	1410.0	36.17768866	-0.409936773855	52.0	12.8803721	96.0	14.0376665		623.0	42.97851372	201.0	20.07789455	-1.09800760212	486.0	34.11276599	188.0	22.92238685	-0.573554462685	561.0	48.29145957	268.0	30.38231481	-0.66853627637	947.0	32.2661361	445.0	20.51564015	-0.653296652707	1402.0	43.45021656	556.0	24.46826264	-0.828451700564	2762.0	36.57895263	3070.0	25.76621332	-0.505533236815	1344.0	35.0351399	1897.0	23.10192872	-0.600789353588
YJL054W	TIM54	no	Not secreted	no	yes		478	38	TMD	TMD	506.0	30.29866795	230.0	11.83871208	-1.35574222812	4533.0	27.5279317	1796.0	15.63357672	-0.816248335337	4549.0	30.83825468	2962.0	31.16435436	0.0151757074896	2388.0	48.07243181	1712.0	43.6894145	-0.137926014276	904.0	28.44827205	917.0	20.6312089	-0.463512666379	765.0	30.43169248	605.0	30.2604869	-0.00813937146157	888.0	36.86597125	1686.0	34.29972104	-0.104092922905	142.0	27.88847223	120.0	13.91285461	-1.00325044429	459.0	25.10656771	199.0	15.76109916	-0.671696662799	599.0	33.33640791	329.0	31.80601062	-0.0677992301656	626.0	42.72608667	540.0	48.53903507	0.18402824375	1354.0	36.57858995	9965.0	364.26184108	3.31590450329	1551.0	38.11246538	10769.0	375.76388058	3.3014915579	2781.0	29.20249069	47999.0	319.41530768	3.45127012682	1545.0	31.9333429	35243.0	340.30246262	3.41368209893
YJL055W	YJL055W	no	Not secreted	no	no		245	None	None	None	1120.0	130.84371116	409.0	41.0735029	-1.67156468868	11242.0	133.19663593	4283.0	72.73809179	-0.872774661797	10262.0	135.72744586	4342.0	89.13016514	-0.606726797984	4745.0	186.36304534	2122.0	105.65247035	-0.818789310145	2055.0	126.17145185	2303.0	101.09067373	-0.319735610825	2253.0	174.85887317	1490.0	145.40140991	-0.266149748426	2411.0	195.28628195	4053.0	160.86865607	-0.279707353231	287.0	109.97148466	280.0	63.33661433	-0.796017829887	1756.0	187.39628767	565.0	87.30591834	-1.10194101296	1788.0	194.14280759	678.0	127.88064196	-0.602320369134	1577.0	209.9966127	872.0	152.92400939	-0.457551126406	2142.0	112.89886463	1305.0	93.06978255	-0.278646236065	2480.0	118.89640906	1816.0	123.62813329	0.0563019427006	6092.0	124.80747935	8368.0	108.64431843	-0.200091662767	4002.0	161.38188994	6872.0	129.4604717	-0.317967024814
YJL056C	ZAP1	no	Not secreted	no	no		880	None	None	None	543.0	17.66111314	206.0	5.75955682	-1.61654656551	4260.0	14.05214707	1294.0	6.11831056	-1.19958533724	5098.0	18.77236153	1573.0	8.98973784	-1.06225920069	2888.0	31.57942245	916.0	12.69735209	-1.314457118	2162.0	36.95629083	1826.0	22.31522851	-0.727791385911	989.0	21.37008194	585.0	15.89357617	-0.427148661713	924.0	20.83674659	1374.0	15.18325811	-0.456648629847	174.0	18.56226002	126.0	7.93507015	-1.22605749194	735.0	21.83771647	166.0	7.14145555	-1.61253194906	881.0	26.63257214	344.0	18.06412662	-0.560064265142	615.0	22.80022455	329.0	16.06343799	-0.50526733312	472.0	6.92620783	189.0	3.75269617	-0.884138188294	334.0	4.45807054	134.0	2.53974245	-0.811737240814	7344.0	41.88869185	8415.0	30.41745546	-0.461661359722	3165.0	35.53324247	4704.0	24.6720229	-0.526293333658
YJL057C	IKS1	no	Not secreted	no	no		667	626	TMD	TMD	89.0	3.81913568	92.0	3.3936458	-0.170410178127	1955.0	8.50818036	699.0	4.36044944	-0.964373772433	2435.0	11.82973136	1033.0	7.78888809	-0.602928017235	1379.0	19.89427415	612.0	11.19247026	-0.829824777927	260.0	5.86358024	286.0	4.61130063	-0.346608103856	489.0	13.94041149	246.0	8.81774848	-0.660790916186	765.0	22.76020724	1145.0	16.6932373	-0.447249931974	40.0	5.62987086	26.0	2.16028182		390.0	15.28767104	124.0	7.03812819	-1.11910494368	332.0	13.24134574	180.0	12.47061494	-0.0865171452628	822.0	40.20616626	334.0	21.5152258	-0.902058797484	426.0	8.24745506	182.0	4.76770994	-0.790652544468	1085.0	19.10675989	601.0	15.02851918	-0.34638028616	1134.0	8.5336342	1854.0	8.84169091	0.0511620313203	827.0	12.24964416	1564.0	10.8225857	-0.178694616221
YJL058C	BIT61	no	Not secreted	no	no		543	None	None	None	68.0	3.5843466	28.0	1.26871105	-1.49834661862	807.0	4.31409262	368.0	2.81986231	-0.613432430772	999.0	5.96166282	302.0	2.79710062	-1.09178262886	616.0	10.91617649	190.0	4.2682921	-1.35473680975	206.0	5.70666987	211.0	4.17893738	-0.449512965223	170.0	5.95307919	92.0	4.05075924	-0.555443745862	196.0	7.16303136	371.0	6.64408216	-0.108500344612	18.0	3.1119811	41.0	4.1845323		91.0	4.38171492	35.0	2.44022311	-0.844482564126	128.0	6.27090203	37.0	3.14878562	-0.993877443357	167.0	10.03375107	67.0	5.3015181	-0.92038360898	277.0	6.5874318	162.0	5.21290076	-0.337629725482	344.0	7.44117905	169.0	5.19104062	-0.519507456648	746.0	6.89581814	850.0	4.97932563	-0.469771361887	404.0	7.35064303	753.0	6.40052009	-0.199681321988
YJL059W	YHC3	yes	SRP dependent	no	no	indept	408	12	TMD	TMD	124.0	8.69886192	889.0	53.61003822	2.62360459432	1444.0	10.27360325	2495.0	25.44428787	1.30839954868	1105.0	8.77614652	1083.0	13.34963126	0.605140375505	550.0	12.97155952	668.0	19.9717748	0.622610604554	311.0	11.46609629	998.0	26.3059273	1.19801360718	196.0	9.13457774	184.0	10.78216798	0.239237346524	313.0	15.22386014	561.0	13.37099149	-0.18722776432	38.0	8.74354822	171.0	23.22730617		188.0	12.04759174	258.0	23.9398191	0.990667463719	135.0	8.80224558	81.0	9.17415459	0.0597035948493	169.0	13.51366728	135.0	14.21670267	0.0731676543296	341.0	10.79270753	118.0	5.05342839	-1.09472244364	424.0	12.20643479	195.0	7.97153579	-0.614712280226	1129.0	13.88930711	1566.0	12.20908247	-0.186019846192	459.0	11.11466352	940.0	10.63378338	-0.0638092907666
YJL060W	BNA3	no	Not secreted	no	yes		444	None	None	None	1353.0	87.21993162	356.0	19.72747705	-2.14445139798	26521.0	173.38945642	6900.0	64.66153858	-1.42303643189	26351.0	192.31620547	7680.0	86.99198211	-1.14452599442	9957.0	215.79193196	3540.0	97.25695155	-1.14976764913	2795.0	94.69219871	3142.0	76.10381849	-0.315276730637	4920.0	210.70493169	3841.0	206.82820876	-0.0267911173073	3965.0	177.21514421	7302.0	159.92625695	-0.148095074769	290.0	61.31677485	397.0	49.55305496	-0.307307813162	3414.0	201.0402903	1133.0	96.60692555	-1.05728613787	4739.0	283.93806239	1711.0	178.0771669	-0.67307371223	2588.0	190.16385921	1441.0	139.44607223	-0.447535788305	2424.0	70.49946767	11463.0	451.107029	2.67778549672	5840.0	154.49449841	22395.0	841.27047743	2.44501425261	10125.0	114.46134994	101076.0	724.12994824	2.66138809136	10492.0	233.46356291	118740.0	1234.33826668	2.40246850636
YJL061W	NUP82	no	Not secreted	no	no		713	7	SP	SP	530.0	21.27586643	168.0	5.79727992	-1.87576983233	6438.0	26.21061445	1796.0	10.48085508	-1.32239475099	4456.0	20.25150963	1492.0	10.52398619	-0.944348195914	1890.0	25.50715026	684.0	11.70218428	-1.12412388319	1518.0	32.02562399	1147.0	17.30043908	-0.888418026937	876.0	23.36184533	516.0	17.30248994	-0.4331745699	922.0	25.66149784	1226.0	16.7209849	-0.617945554187	101.0	13.29829981	110.0	8.54999878	-0.637245689445	777.0	28.49272884	257.0	13.6459858	-1.06211717966	610.0	22.7593671	222.0	14.3881396	-0.661580376952	586.0	26.81357779	215.0	12.95609743	-1.04933251152	1866.0	33.79545531	784.0	19.21280632	-0.814760989411	1503.0	24.76011129	655.0	15.32213632	-0.692400337115	4808.0	33.84712077	5958.0	26.58045443	-0.348667345402	1843.0	25.53757191	2810.0	18.19017632	-0.489461834071
YJL062W	LAS21	yes	SRP dependent	no	no	indept	830	8	SP	SP+TMD	794.0	27.38062299	9300.0	275.68261216	3.33178109897	6702.0	23.43916255	34694.0	173.92267055	2.89145306773	3953.0	15.43300414	9481.0	57.44828002	1.89624478005	1772.0	20.54354044	2703.0	39.72540323	0.95137702885	1828.0	33.12939139	16565.0	214.63304414	2.69568859993	669.0	15.32641544	1419.0	40.87452669	1.41518170766	719.0	17.1906148	2315.0	27.12275601	0.657882639865	160.0	18.09698249	3266.0	218.07254168	3.59098706037	797.0	25.10630411	4565.0	208.22075216	3.05199229015	431.0	13.81398734	964.0	53.67105594	1.95801446581	527.0	20.71472649	638.0	33.02690382	0.672984955729	1753.0	27.2734461	606.0	12.75730103	-1.09617386076	984.0	13.92515852	483.0	9.70591738	-0.520757266318	5919.0	35.79456174	9349.0	35.82931457	0.0014000286501	1439.0	17.12878266	2966.0	16.49351322	-0.0545238884995
YJL062W-A	COA3	no	Not secreted	no	no		85	30	TMD	TMD	593.0	199.68097244	220.0	63.68076531	-1.64876728592	6951.0	237.37999833	2683.0	131.33535747	-0.853943014521	6241.0	237.92331784	2960.0	175.13532868	-0.442026534307	3165.0	358.29805848	1556.0	223.30118504	-0.682169318559	1202.0	212.71636385	1604.0	202.94047643	-0.0678743822713	880.0	196.85947133	855.0	240.48922495	0.288806130601	959.0	223.89288494	2076.0	237.50313014	0.0851378456513	159.0	175.60726317	177.0	115.40303699	-0.605671325423	1043.0	320.82480483	330.0	146.97935446	-1.12617216894	1058.0	331.12091825	237.0	128.84590448	-1.36171147435	722.0	277.1181381	333.0	168.32575966	-0.719245166261	2399.0	364.45802264	1006.0	206.79656799	-0.817540415342	2537.0	350.57801945	1061.0	208.19198697	-0.75182100249	4284.0	252.97484489	4898.0	183.29528253	-0.464824278779	2293.0	266.51946098	3239.0	175.87825211	-0.599663780822
